name,state,city,address,lattitude,longitude,type
EESL Chelmsford Club,Delhi,Delhi,"Back of Hotel Claridges Near NDMC Power Sub nStation, Tees January Marg, nDr. APJ Abdul Kalam Road, New Delhi- 110003",28.61826041,77.21256986,16
EESL Chelmsford Club,Delhi,Delhi,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.61826041,77.21256986,16
EESL Legislative Assembly Goa,Goa,Goa,"GDA, Goa",15.51047222,73.83722222,16
ANERT-EESL Ernakulam Kerala,Kerala,Kochi,"KTDC Tourist Reception Centre Shanmugham road, Ernakulam, Marine drive, Kochi Kerala-682031",9.977164,76.27777,16
HAREDA EESL Panchkula,Haryana,Panchkula,"HAREDA, Akshay Urja Bhawan , Institutional plot No.1 Sector-17 Panchkula , 134109 Haryana",30.695929,76.834874,16
ANERT-EESL AUTOKAST Kerala,Kerala,Perunnermangalam,"AUTOKAST premises, South East End adjacent to NH 66, Mararikulam North Village, Perunnermangalam, Muriyil.",9.63628,76.3352,16
ANERT-EESL Sangamukham Kerala,Kerala,Thiruvanthapuram,"Sanghumukham DTPC office, Shanghumukham beach, thiruvananthapuram,Kerala- 605007",8.481159,76.912456,16
ANERT-EESL Thycaud Kerala,Kerala,Thiruvanthapuram,"State Council For Child Welfare, CV Raman Pillai Rd, Near Kerala, Housing Board, Thycaud, Thiruvananthapuram, Kerala 695014",8.4927752,76.9572956,16
KSEB NEMOM,Kerala,THIRUVANANTHAPURAM,NEYYATTINKARA,8.460016017,77.00402472,16
KSEBL OLAI,Kerala,THIRUVANANTHAPURAM,"NH 66, T D Nagar, Olayil, High School Jun, Kollam, Kerala 691009",8.892952791,76.57878733,16
KSEBL PALARIVATTOM,Kerala,THIRUVANANTHAPURAM,"Palarivattom - Edappally Rd, Sonia Nagar, Palarivattom, Ernakulam, Kerala 682565",10.00552573,76.3050448,16
KSEBL VIYYUR,Kerala,THIRUVANANTHAPURAM,"H668+2VH, Padukad, Keltron Nagar, Kolazhy, Thrissur, Kerala 680010",10.56052307,76.2172408,16
KSEBL NALLALAM,Kerala,THIRUVANANTHAPURAM,"Modern Bazar, Nallalam, Kozhikode, Kerala 673018",11.20838069,75.80848587,16
KSEBL CHOVVA,Kerala,THIRUVANANTHAPURAM,"Kannur - Kuthuparamba Rd, Elayavoor, Kerala 670331",11.86893912,75.40316573,16
MG AHMEDABAD MAKARBA,Gujarat,AHMEDABAD,"PLOT NO 2,GROUND FLOOR,SURVEY NO 841/1 AND 2,10,SIGNATURE 1 ,NEAR OLD RAILWAY LINE,SG HIGHWAY,MAKARBA,GUJARAT 3850051 AHMEDABAD",22.996681,72.498226,20
MG BENGALURU,Karnataka,ELECTRONIC CITY,"195/6/2,WARD NO 192,BHARATENA AGRAHARA,LAVA KUSHA NAGAR,HOSUR ROAD,KARNATAKA 560100 BENGALURU",12.865032,77.657853,20
MG GURGAON SECTOR 15,Haryana,GURUGRAM,"32,MILESTONE,EXPERION CENTER,SECTOR 1,NH-8,HARYANA 122001 GURUGRAM",28.462298,77.048472,20
IOC MADINAGUDA,Telangana,HYDERABAD,"SURVEY NO 98 MIYAPUR MAIN ROAD,MADINAGUDA HAFEEZPET,TELENGANA 500050 HYDERABAD",17.494851,78.336467,20
HMR MADHAPUR,Telangana,HYDERABAD,"PLOT NO 735 ROAD NO 37 AND 38LEFT LANE AFTER CROMA,CBI COLONY JUBLI HILLS,HYDERABAD.TELENGANA 500033",17.435968,78.40003,20
MG HYDERABAD JUBILEE HILLS,Telangana,HYDERABAD,"8-2-120/86, 10A, opposite Hotel park hyatt, Rd no2, Banjara hills, hyderabad, 500033",17.523923,78.430328,20
HMR BEGUMPET,Telangana,HYDERABAD,"7-1-22/A Begumpet flyover, Leelanagar, Ameerpet, Telanagana 500016",17.438229,78.457263,20
IOC BEGUMPET,Telangana,HYDERABAD,"BEGUMPET,HYDERABAD,TELENGANA,INDIA,TELENGANA,500016,HYDERABAD",17.444838,78.466949,20
MG MOHALI SECTOR 82,Punjab,MOHALI ,"MG MOHALI,PLOT NO 3,JANATA INDUSTRIAL ESTATE SECTOR 82,SAS NAGAR,MOHALI,PUNAB,PUNJAB,160082 MOHALI",30.661356,76.731482,20
MG DELHI SHIVAJI MARG,Delhi,NEW DELHI,PLOT NO 13 SHIVAJI MARG DELHI 110015 NEW DELHI,28.66196,77.152242,20
MG DELHI LAJPAT NAGAR,Delhi,NEW DELHI,"A-14, Ring Road, Lajpat nagar, Delhi 110024",28.564863,77.236743,20
McDonalds,Maharashtra,Kolhapur,"Shop No 1C, Hissa No 1, Plot No 1/K1, next to Klin Fuel Technology, Sarnobatwadi Kolhapur Maharashtra 416004",16.6869187,74.2703805,21
Hotel Marigold,Telangana,Hyderabad,"Ameerpet Rd, Leela Nagar, Begumpet, Hyderabad, Telangana 500016",17.437257,78.4522943,21
BSES RAPID CHARGING ZONE,Delhi,Patparkang,"Narwana,Patparkang road,I-P Extension",28.62145,77.293556,14
Relux Experience Centre (ABS e-auto & Charger),Tamil Nadu,Chennai,"NO: 16/8, PRV Towers, GST Road, Guindy, Chennai, Tamil Nadu - 600 032",13.00777749,80.20730884,19
Hotel Aishwarya Bhavan (Safa Electric),Tamil Nadu,Villupuram,"Chennai - Trichy Highway, Tindivanam, Tamil Nadu - 604001",12.24034498,79.66228159,19
RR Charging Station (RR Charging Station),Tamil Nadu,Ambur,"No: 19,IELC Complex, MC Road, Ambur, Tamil Nadu - 635802",12.77988445,78.71776971,19
Sihla Energy Sihla Energy,Kerala,Malappuram,"Thrissur-Kunnakulam SH 69, Valayankulam, Kerala - 679591",10.73477485,76.04854399,19
Hotel Sangeetha (Duriyam Charging Station),Tamil Nadu,Namakkal,"NH 44, Namakkal - Karur Tollgate, Tamil Nadu - 637207",11.19362344,78.10483415,19
Hotel Temple City Lake (Inn KSN Charging Station),Tamil Nadu,Madurai,"Trichy - Madurai Highway, Valaichcherippatti, Tamil Nadu - 625104",9.987081053,78.24154444,19
Alps Residency - A Bergamont Group of Hotel-,Tamil Nadu,Krishnagiri,"Bangalore Bye Pass Road Near Toll Plaza, Krishnagiri, Tamil Nadu-635001",12.54250304,78.20153274,19
Sri Durga Bhavan Elite (Devika Yogaraajan Charging Station),Tamil Nadu,Vellore,"Near HP Petrol Pump, Pallikonda, Tamil Nadu, 635809",12.9023796,78.93386744,19
AIMA Charging Station ,Kerala,Palakkad,"Naduvattam, Kringanad Rd, VIlayur ",10.887677,76.189595,19
Bhimas Residency Hotel ,Andhra pradesh,Tirupati,"19-3-41 Renigunta Road, near Ramanuja Circle",13.62754649,79.43056383,19
RMS Towers (Ero_G Electric Charging Station),Tamil Nadu,Erode,"NH544, Kovai to Salem Road, Solipalayam, ",11.30199446,77.60004376,19
Hotel JAS,Andhra pradesh,Visakhapatnam,"NH45 Kagitha Village Near Vempadu Toll Gate Nakkapalli, Mandalam, Visakhapatnam",17.39957297,82.68113802,19
Unger India pvt India,Haryana,GURUGRAM,"71, Udyog Vihar Phase 1, Udyog Vihar, Sector 19, Gurugram, Haryana 122016",28.499,77.08356,13
Paschim Vidyut Vitaran Pologround,Madhya Pradesh,UJJAIN,"GPH Compound, Polo Ground, Indore, Madhya Pradesh 452003",23.24006,75.78122,13
ADYAR ANANDA BHAVAN,Tamil Nadu,ATTUR,"NH9,Thulakanoor Village,Salem District,Attur,TamilNadu",11.591985,78.627219,11
SREE ANNAPOORNA HOTEL,Tamil Nadu,AVINASHI,"NH544,AVINASHI BYE PASS ROAD,AVINASHI,TAMILNADU 641654",11.175093,77.263374,11
VR MALL WHITEFIELD,Karnataka,BANGALORE,"Whitefield Main Road,Mahadevapura,Bengaluru,Karnataka 560048",12.996362,77.695802,
THE FORUM MALL,Karnataka,BANGALORE,"B1-12,Parking,Hosur road,Koramangala,Bengaluru,Karnataka 560095",12.934801,77.610918,11
Kanthari Restaurants & Banquets,Kerala,Changanassery,"Bypass Road, near AKM school, Changanassery, Kerala 686101",9.4551752,76.5425594,11
BROOKFIELDS MALL ,Tamil Nadu,COIMBATORE,"Dr Krishnasamy Mudaliyar Rd, Brookefields, Sukrawar Pettai, R S Puram West, Coimbatore, Tamil Nadu 641001",11.008935,76.95954,11
HiLITE Mall,Kerala,Kozhikode,"G1003, NH 66, Kozhikode Bypass, Poovangal, Kozhikode, Kerala 673014",11.2484737,75.8335122,11
HOTEL SURYA COMPLEX,Tamil Nadu,KRISHNAGIRI,"NH44,Bangalore Highway,Pollupalli,Krishnagiri,TamilNadu 635115",12.582141,78.157101,11
MALL OF MYSORE,Karnataka,MYSURU,"MG Road,Indira Nagar Extension,Nazarbad Mohalla,Mysuru,Karnataka 570010",12.298073,76.664021,11
SHREE SARAVANA BHAVAN,Tamil Nadu,SANKAGIRI,"Near Sankagiri Toll Gate, NH-47 Salem-Kanyakumari Hwy, Vaikundam, Sankari, Tamil Nadu 637103",11.519342,77.935042,11
Aswins Veg Restaurant,Tamil Nadu,Perambalur,"NH 45, Kalpady Road, Eraiyasamuthiram, Perambalur, Tamil Nadu 621113",11.2064644,78.8812406,11
Cafu00e9 Udupi Ruchi,Tamil Nadu,Ulundurpet,"102/19, Chennai Trichy NH Sengurichi, Village, Ulundurpet, Tamil Nadu 606115",11.7194357,79.3364597,11
Grand mall,Kerala,Kochi ,"Panvel - Kochi - Kanyakumari Hwy, Toll Junction, Edappally, Kochi, Kerala 682024",10.0243734,76.3088679,11
Hotel Kodai International,Tamil Nadu,Kodaikanal,"17/328, Laws Ghat Rd, Kodaikanal, Tamil Nadu 624101",10.2428087,77.4983634,11
Hotel Kadamba ,Karnataka,Banglore,"Hotel Kadamba Veg, 272/2, Nice Road Junction, Bangalore, SH17, Bengaluru, Karnataka 560060",12.9019627,77.468995,11
Annapoorna Cafe,Kerala,Angamali,"69FG+56H, Karukutty, Kerala 683572",10.2230435,76.3755255,11
D square Mall,Tamil Nadu,Shoolagiri,"Dhiviyam Square Food Court, NH - 7 Hosur - Krishnagiri Highway, Sundagiri, Shool, Tamil Nadu 635117",12.6462747,78.0470111,11
Hotel Devaragam,Kerala,Guruvayur,"Outer Ring Road, Opp Railway Station, East Nada, Guruvayur, Kerala 680101",10.5955128,76.0443322,11
Gokul Oottupura NH 47 Veetarian Restaurant,Kerala,Kochi ,"NH bypass, near Modern Lights, Padivattom, Edappally, Ernakulam, Kerala 682024",10.0111333,76.3123714,11
ADAYAR ANANDA BHAVAN,Tamil Nadu,THINDIVANAM,"Swastiks enterpreneurs,NH45,Chennai-Trichy highway,NallathurThindivanam,Tamilnadu 604307",12.297694,79.73365,11
Adyar Ananda Bhavan I Navakkarai,Tamil Nadu,Walayar,"Adyar Ananda Bhavan Restaurant, 285, Palakkad Main Rd, MahendraMedu, Navakarai, Coimbatore, Tamil Nadu 641105",10.8559461,76.8625309,11
Adyar Ananda Bhavan I Rasipuram,Tamil Nadu,Rasipuram,"Adyar Ananda Bhavan Restaurant, NH44, Brindavan Garden, Salem-Madurai Rd, Athanur, Tamil Nadu 637401",11.4922712,78.1535774,11
Ganpat Grand I Palani,Tamil Nadu,Palani,"Circle, 167/1, Adivaram Itteri Road Near Balaji Bhavan, Palani, Tamil Nadu 624601",10.4425816,77.5203903,11
Aasai Aasai Anandha Bhavan | Omalur,Tamil Nadu,Omalur,"Aasai Aasai Anandha Bhavan Delight, A/C Pure Veg Restaurant, NH - 44, Bangalore, to, Salem Highway, Omalur, Tamil Nadu 636455",11.7592238,78.4273441,11
Hotel Temple City I Thirumangalam,Tamil Nadu,Thirumangalam,"Hotel Temple City, NH 44, Madurai to Virudhunagar Highways Melanesaneri Sivarakottaim, Madurai, Tamil Nadu 625706",9.7590386,77.9791582,11
Hotel Temple City I vadippatti,Tamil Nadu,Vadippatti,"Hotel Temple City, NH 44, Chellakulam, Thathampatti, Tamil Nadu 625020","10.0804337,",77.9776792,11
Hotel Paakashala I Yediyur,Karnataka,Yediyur,"Paakashala @ Yediyur, Koppa Bangalore Mangalore Highway, NH75, Kunigal, Karnataka 572142",12.9902212,76.8816809,11
A S M ABDUL CADER AND CO,TAMIL NADU,CHENNAI,"A S M ABDUL CADER AND CO, DOOR NO 355 CEMENT ROAD, ALANDUR, MEENAMBAKKAM,CHENNAI, TAMIL NADU, 600016",12.99431,80.18706,10
"BP,GHAR-MARAIMALAI NAGAR",TAMIL NADU,CHENGALPATTU,"BP,GHAR-MARAIMALAI NAGAR, SY NO 336/6 ( PART ), NH-45, GST RO, MARAIMALAI NAGAR, CHENGALPATTU, TAMILNADU, 603209",12.78326,80.01671,10
SAKTHI MADUMALAR AGENCIES,TAMIL NADU,CHENGALPATTU,"SAKTHI MADHUMALAR AGENCIES, NH-45 CHENNAI-TRICHY HIGHWAY, MELMARUVATHUR, CHENGALPATTU, TAMIL NADU, 603319",12.43395,79.83235,10
SRI VENNI AGENCIES,TAMIL NADU,VILLUPURAM,"Bharat Petroleum Dealers, SY NO 52/6B1 & 52/7A1, NH38, Chennai Trichy Highway, CHINNAVALAVANUR, VILLUPURAM, TN-604302",12.16381,79.61146,10
RAVIE AGENCIES,TAMIL NADU,VILLUPURAM,"Bharat Petroleum Dealers, SY NO 148/1, NH38, Chennai Trichy Highway, V. SALAI, VIKRAVANDI, VILLUPURAM, TN-605652",12.06382,79.54755,10
BP-ULUNDURPET,TAMIL NADU,KALLAKURICHI,"Bharat Petroleum Companyu00a0Owner retail outlet, Next to Ulundurpet Toll, NH38, CHENNAI-TRICHY HIGHWAY, SENGURICHI VILLAGE, KALLAKURICHI Dt, TN-606115",11.71881,79.33575,10
BP-TRICHY,TAMIL NADU,TRICHY,"Bharat Petroleum Company owner retail outlet, S.No-489/5B, NH38, CHENNAI-TRICHY HIGHWAY, SANNAMANGALAM, Trichy, TN-621104",11.03248,78.80801,10
KARTHIK AGENCIES,TAMIL NADU,TRICHY,"Bharat Petroleum Dealers, S.No-456/6, 5B, NH38, CHENNAI-TRICHY HIGHWAY, SIRUGANUR, LALGUDI TK, Trichy, TN-621105",11.00462,78.78876,10
SRI RAJAN ENTERPRISES,TAMIL NADU,MADURAI,"Sri Rajan Enterprises, BPCL Dealers, Surakundu village, Melur - Madurai road, NH 38, Melur, Madurai 625106",10.02184,78.31352,10
BP-OTHAKKADAI,TAMIL NADU,MADURAI,"BP Othakadai, BPCL Retail Outlet, Kodikulam Village, Madurai - Melur NH 38, Madurai 625104",9.9445,78.15418,10
GJ | Ahmedabad | Abhinav Girls Hostel Bodakdev,Gujarat,Ahmedabad,"Bodakdev, Ahmedabad, Gujarat 380054",23.0580,72.5001,24
Hotel Bliss | Tirupati,Andhra Pradesh,Tirupathi,"Hotel Bliss, 19-3-45, Near Ramanuja Circle, Renigunta Rd, Tirupati, Andhra Pradesh 517501",13.6253731,79.4322333,11
Bhimas Residency Hotel ,Andhra Pradesh,Tirupati,"19-3-41 Renigunta Road, near Ramanuja Circle",13.62754649,79.43056383,19
"Jayalakshmi Auto, Gudavalli",Andhra Pradesh,Vijayawada,"Jayalakshmi Auto Enterprises Pvt Ltd, Survey no 3/142 , Gudavalli Junction, Vijayawada rural, Krishna District ,521104",16.5129225,80.7497565,7
"Garuda Food Court, Komirepalle",Andhra Pradesh,Komirepalle,"NH 16 Gundugolanu, Komirepalle, Andhra Pradesh 534427",16.778579,81.221054,7
"Shiv Shanker Motors, Gajuwaka",Andhra Pradesh,Vizag,"Sobha Square, Vishwaswaraya Nagar, Gajuwaka, Vishakhapatanam-530012",17.68429,83.185923,7
"Shiv Shanker Motors, Kancharpalem",Andhra Pradesh,Vizag,"C 24, Industrail Estate, Kancharapalem, Vishakhapatnam u00e2u0080u0093 530010",17.738719,83.26258,7
"Croma u00e2u0080u0093 MVR Complex, Waltair Uplands",Andhra Pradesh,Vizag,"Ground & First floor, MVR # 10-1-39/B&C, Siripuram Cir, opp. Rock Park, Waltair Uplands, Visakhapatnam, Andhra Pradesh 530003",17.725417,83.315175,7
"IOCL - NAVABHARAGAVA FILLING STATION, Vijayawada - Hyderabad Hwy",Andhra Pradesh,Vijayawada,"Vijayawada - Hyderabad Hwy, Ibrahimpatnam, Andhra Pradesh 521456",16.5812639,80.5263493,7
"Highway Grand World, Chennai-Tirupati Highway NH 716",Andhra Pradesh,Tirupati,"Chennai - Thiruttani - Renigunta Hwy, NH716 - Veerakaverirajupuram, Andhra Pradesh, Nagari, Andhra Pradesh 517590",13.29360934,79.58170947,7
"Hotel Sapthagiri Holiday Resorts,Tirupati u00e2u0080u0093 Bangalore  Highway",Andhra Pradesh,Chittoor,"NH140, Tirupati u00e2u0080u0093 Bangalore  Highway, Sy No: 1201&1189, B G Mittor Village, Tanepalli, Puthalapattu Mandal, Chittoor, Andhra Pradesh - 517127",13.37412051,79.09210293,7
"Hotel Sapthagiri Holiday Resorts,Tirupati u00e2u0080u0093 Bangalore  Highway",Andhra Pradesh,Gadanki,"NH140, Gadanki, Andhra Pradesh - 517112",13.4799438,79.1897903,7
"IOCL Sree Devi Prasad Services, Naamavaram",Andhra Pradesh,Naamavaram,"Naamavaram, Andhra Pradesh 531126",17.3736805,82.5862594,7
"Nandi Food Plaza, Nalagam palli",Andhra Pradesh,Chittoor,"NH 69 - 174 Nalagampalli Chittoor-Bangalore Highway Close to Bangarupalem, Village, Nalagam palli, Andhra Pradesh 517416",13.2035919,78.9415658,7
"River Bay Resorts, Gautami Ghat",Andhra Pradesh,Rajahmundry,"Hotel River Bay Resort, 5-1-36 to 43 Gautami Ghat, Rajahmundry-533101",16.9921196,81.7735774,7
"IOCL - KOORAPATI SERVICE STATION, Tirupati",Andhra Pradesh,Tirupati,"TIRUPATI URBAN AND MANDAL Air bye-pass road. Tirupati, Chittoor-517502",13.6207096,79.3828146,7
"IOCL - Sai Krupa Filling Station, SH 26",Andhra Pradesh,Anantapur,"SH 26, Vajrakarur to Guntakal Road SURVEY No.401-AIu00e2u0080u008b, Anantapur Dist. ANDHRA PRADESH,515722",15.1462972,77.3774561,7
"Sasya Auto Cars, Bellari X Roads - NH 44",Andhra Pradesh,Kurnool,"Renault Showroom, 45/142-70-5-B, NH44 Near APSP 2nd Battallion, Bellari X Roads, Kurnool, Andhra Pradesh 518003",15.8305662,78.0179892,7
"Sasya Automotives, Near EENADU Office - NH 44",Andhra Pradesh,Kurnool,"Isuzu Showroom, Survey No-131-1 & 133-1A NH44 Near EENADU Office, Kurnool, Andhra Pradesh 518003",15.8498643,78.0045003,7
"PNR Function Hall, Chennai-Ballary Highway",Andhra Pradesh,Proddatur,"D No 7/3109 Sy No 622, Beside IOCL petrol pump, Korrapadu Road, Andhrakesari Nagar, Proddatur Municipality, Andhra Pradesh 516360 ",14.7529922,78.5550768,7
IOCL - TIRUMALA AGENCIES,Andhra Pradesh,Peddapuram,"Sy No 164, Peddapuram Bye-Pass Village/Mandal, East Godavari-533437",17.0758862,82.1217314,7
Hotel JAS,Andhra Pradesh ,Visakhapatnam,"NH45 Kagitha Village Near Vempadu Toll Gate Nakkapalli, Mandalam, Visakhapatnam",17.39957297,82.68113802,19
"Utkarsh Mototech, Assam Trunk Rd",Assam,Guwahati,"Kamakhya Gate, Swastik Ayodhya Complex, Assam Trunk Rd, Guwahati, Assam 781009",26.164406,91.715516,7
"Pragati Trading, NH 37",Assam,Jorhat,"NH37, Jorhat, Assam 785006",26.7470487,94.1680718,7
"Ashutosh Motors, Lokhra",Assam,Guwahati,"NH-37, Chariali, Lokhra, Guwahati, Assam 781028",26.111365,91.746149,7
"Ashutosh Motors, near NHPC Godown",Assam,Nagaon,"Biroh Bebejia Sensowa, near NHPC Godown, Nagaon, Assam 782002",26.3123315,92.6401864,7
"Sarawgi Motors, Saukuchi",Assam,Guwahati,"Sarusajai Stadium Garalia NH 37, Basistha, Saukuchi, near National Games Stadium, Assam 781040",26.111877,91.759799,7
"DN Regalia Mall, Patrapada",Bhubhaneswar,Bhubaneswar,"IDCO Plot No1/A, Bhagbanpur Industrial Estate, DN Square, Patrapada, Bhubhaneswar 751001",20.240903,85.758056,7
"Shankar Motors, Patliputra Industrial Area",Bihar,Patna,"Shankar Motors Patna, C1, behind P & M Mall, Patliputra Industrial Area, Patliputra Colony, Patna, Bihar 800013",25.634199,85105514,7
"Shankar Motors, Prem Nagar",Bihar,Bhagalpur,"Ground Floor, Sabour Rd, near Engineering College, Prem Nagar, Bhagalpur, Bihar 812002",25.2522094,87.0450289,7
"Bahubali Motors, Transport Nagar",Chattisgarh,Raipur,"Mumbai - Kolkata Hwy, Beside M.P Dhaba, Transport Nagar, Tatibandh, Raipur, Chhattisgarh 492099",21.2567897,81.5594445,7
"Jagdalpur Motors, Geedam Road",chattisgarh,Jagdalpur,"Geedam Rd, Pandripan, Chhattisgarh 492099",19.0657802,81.9635956,7
"Goyal Coal Sizing, Pendridih",chattisgarh,Bilaspur,"Village: Sara Pendridih Seepat, Bilaspur By-Pass, Chhattisgarh 495330",22.0136612,82.0487988,7
"Prince Guest House & Restaurant, Transport Nagar",Chattisgarh,Raipur,"In front of Parking No 6 Transport Nagar, Rawa bata, Raipur, Chhattisgarh 492003",21.3194434,81.6372966,7
"BHASIN VENTURES, Telibandha",Chattisgarh,Raipur,"NH-6, NEAR CHOKRA NALA, Labhandi Rd, opp. M.S. PETROL PUMP P.O, Ravigram, Telibandha, Raipur, Chhattisgarh 492006",21.2378172,81.6896148,7
"Sairam Automobiles, Krishna Nagar",Chattisgarh,Bhilai,"Sairam auto G. E Road, Krishna Nagar, Supela, Bhilai, Chhattisgarh 490023",21.2165392,81.401487,7
GJ | Chikhali | Chikhli - Hotel Empire,Chikhali,Gujarat,"Hotel Empire, PO- Rola, Via- Dungri, NH-8, Gujarat 396375",20.6909,72.9496,24
"Live Box Hyphen, Sahastradhara Road",Uttrakhand,Dehradun,"LivBox Dehradun, Plot No-13,14&15, IT PARK, Sahastradhara Road, Dehradun uttrakhand 248001 ",30.364799,78.0853527,7
BSES RAPID CHARGING ZONE,Delhi NCR,Patparkang,"Narwana,Patparkang road,I-P Extension",28.62145,77.293556,14
MG DELHI SHIVAJI MARG,Delhi NCR,NEW DELHI,PLOT NO 13 SHIVAJI MARG DELHI 110015 NEW DELHI,28.66196,77.152242,20
MG DELHI LAJPAT NAGAR,Delhi NCR,NEW DELHI,"A-14, Ring Road, Lajpat nagar, Delhi 110024",28.564863,77.236743,20
EESL Chelmsford Club,Delhi NCR,Delhi,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.61826041,77.21256986,8
EESL Chelmsford Club,Delhi NCR,Delhi,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.61826041,77.21256986,8
u00c2u00a0EESL Sushma Swaraj Bhawan,Delhi NCR,Delhi,"Susma swaraj Bhawan, MEA, New Delhi",28.59583333,77.18055556,8
EESL Delhi Haat,Delhi NCR,Delhi,"NMDC Parking, Dilli Haat, West Kidwai Nagar, New Delhi 110023",28.572793,77.208662,8
EESL Chelmsford Club,Delhi NCR,Delhi,"Back of Hotel Claridges Near NDMC Power Sub nStation, Tees January Marg, nDr. APJ Abdul Kalam Road, New Delhi- 110003",28.61826041,77.21256986,8
EESL Chelmsford Club,Delhi NCR,Delhi,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.61826041,77.21256986,8
"GO AUTO/ Treo Tata, Safdargunj",Delhi NCR,Delhi,"A-2/14, Safdarjung Enclave, , Delhi, Delhi - 110029",28.56483,77.18891,7
"Autovikas, Motinagar",Delhi NCR,Delhi,"Block B, No. 57, Rama Rd, Moti Nagar, Block B, Najafgarh Road Industrial Area, New Delhi, Delhi 110015",28.66078,77.1536,7
"Westside, Lajpat Nagar",Delhi NCR,Delhi,"A-15, Alankar Cinema Building, Feroze Gandhi Marg, Lajpat Nagar III, New Delhi 110024",28.56817,77.24112,7
"IOCL - WELCOME MOTORS, Saket",Delhi NCR,Delhi,SAKET DISST. CENTRE SAKET N.DELHI - 110017,28.5279341,77.2156347,7
"Malwa Automobiles, Rohini",Delhi NCR,Delhi,"Showroom, No. A1, 16, Prashant Vihar Sector 14 Rohini, New Delhi - 110085",28.709289,77.135499,7
"IOCL - Nineteenth Hole Service Station, Dr Zakir Hussain Ro",Delhi NCR,Delhi,"DR. ZAKIR HUSSAIN ROAD NEAR GOLF COURSEN DELHI LOCK ID NO. I 343,110003",28.60259,77.237904,7
"IOCL - Sabarwal Service Station, RK Puram",Delhi NCR,Delhi,"Tamil Sangam Marg, Sector 5, Rama Krishna Puram, New Delhi-110022",28.564625,77.177461,7
"AIRIA MALL, Sec 68 Sohna Road",Delhi NCR,Gurgaon,"Sector 68, Sohna Road, Gurgaon 122018n",28.383022,77.05228,7
"IOCL - Jai Sai Motors, Okhla Phase 1",Delhi NCR,Delhi,"Okhla Phase - 1, near Hotel Crown Plaza, New Delhi, Delhi 110020",28.527674,77.273003,7
"IOCL - COCO, Jungpura",Delhi NCR,Delhi,"Lala Lajpat Rai Marg, Jangpura, Nizamuddin West, New Delhi- 110014",28.587135,77.241353,7
"IOCL - Irwin Petrol Pump, Connaught Place",Delhi NCR,Delhi,"Baba Kharak Singh Marg, Connaught Place, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001",28.62932,77.21262,7
"IOCL - RK Service Station, ChanakyaPuri",Delhi NCR,Delhi,"Vinay Marg, ChanakyaPuri, New Delhi - 110021",28.58342,77.191319,7
"IOCL - Intimate Filling Station, Soami Nagar",Delhi NCR,Delhi,"Panchsheel Marg, Soami Nagar North, New Delhi- 110049",28.543012,77.220429,7
"True North, Mayapuri",Delhi NCR,Delhi,"A1/1 Mayapuri, Industrial Area, Phase 1, New Delhi 110064",28.633301,77.126961,7
"IOCL - COCO Niti Marg, Chanakyapuri",Delhi NCR,Delhi,"Niti Marg, ChanakyaPuri, New Delhi-110021",28.599629,77.195806,7
"Sagar Motors, Dilshad Garden",Delhi NCR,Delhi,"No ZB/43 487 & ZB, 44 487, Dilshad Garden, New Delhi, Delhi 110095",28.676246,77.31768,7
"Pacific Mall, Tagore Garden",Delhi NCR,Delhi,"Najafgarh Rd, Tagore Garden, Tilak Nagar, New Delhi, Delhi 110018",28.6422188,77.1058913,7
IOCL Risal Petro Delhi,Delhi NCR,Delhi,"Burari Rd, opposite Sta Tpt Authority, Laldora, Jharoda, Jharoda Majra Burari, New Delhi, Delhi 110084",28.7324265,77.1986248,7
IOCL Paul Motors Delhi,Delhi NCR,Delhi,"Main Road, Sat Guru Ram Singh Rd, MS Block, Block F, Mayapuri Industrial Area Phase II, Mayapuri, New Delhi, Delhi 110064",28.61986668,77.11398244,7
IOCL Bedi Saxena Delhi,Delhi NCR,Delhi,"B-88-5, 86-5, Sat Guru Ram Singh Rd, Block B, Mayapuri Industrial Area Phase I, Mayapuri, New Delhi, Delhi 110064",28.627092,77.121841,7
AARGO CSC MINTO ROAD,Delhi NCR,NEW DELHI,"CSC NDMC CENTER MINTO ROAD OPPOSITE K BLOCK, NEW DELHI,NEW DELHI,110001",28.63547,77.2213,22
"IOCL - Citi Fuels, Virender Nagar",Delhi NCR,Delhi,OPP.-VIRENDER NAGAR NEAR BHARATI COLLEGE NEW DELHI-110058,28.622486,77.09547,7
"IOCL - Gay Service Station, Azadpur",Delhi NCR,Delhi,"Near Azadpur, New Delhi,110033",28.703312,77.181109,7
"Pacific Mall,  Dwarka",Delhi NCR,Delhi,"Dwarka sector 21 metro station, PACIFIC MALL, Sector 22 Rd, Sector 21, Dwarka, New Delhi, Delhi 110077",28.5512199,77.056702,7
