region,category,parameter,mode,powertrain,year,unit,value
Finland,Historical,EV sales,Cars,BEV,2013,Vehicles,50
Finland,Historical,EV stock share,Cars,EV,2013,percent,0.017999999225139618
Finland,Historical,EV sales share,Cars,EV,2013,percent,0.20999999344348907
Finland,Historical,EV sales,Cars,PHEV,2013,Vehicles,170
Finland,Historical,EV stock,Cars,BEV,2013,Vehicles,170
Finland,Historical,EV stock,Cars,BEV,2014,Vehicles,360
Finland,Historical,EV sales,Cars,PHEV,2014,Vehicles,260
Finland,Historical,EV sales share,Cars,EV,2014,percent,0.4099999964237213
Finland,Historical,EV stock share,Cars,EV,2014,percent,0.035999998450279236
Finland,Historical,EV sales,Cars,BEV,2014,Vehicles,180
Finland,Historical,EV stock,Cars,PHEV,2014,Vehicles,570
Finland,Historical,EV stock,Cars,PHEV,2015,Vehicles,970
Finland,Historical,EV sales,Cars,BEV,2015,Vehicles,240
Finland,Historical,EV stock share,Cars,EV,2015,percent,0.061000000685453415
Finland,Historical,EV sales share,Cars,EV,2015,percent,0.6000000238418579
Finland,Historical,EV sales,Cars,PHEV,2015,Vehicles,420
Finland,Historical,EV stock,Cars,BEV,2015,Vehicles,610
Finland,Historical,EV stock,Cars,BEV,2016,Vehicles,840
Finland,Historical,EV sales,Cars,PHEV,2016,Vehicles,1200
Finland,Historical,EV sales share,Cars,EV,2016,percent,1.2000000476837158
Finland,Historical,EV stock share,Cars,EV,2016,percent,0.11999999731779099
Finland,Historical,EV sales,Cars,BEV,2016,Vehicles,220
Finland,Historical,EV stock,Cars,PHEV,2016,Vehicles,2400
Finland,Historical,EV stock,Cars,PHEV,2017,Vehicles,5700
Finland,Historical,EV sales,Cars,BEV,2017,Vehicles,500
Finland,Historical,EV stock share,Cars,EV,2017,percent,0.27000001072883606
Finland,Historical,EV sales share,Cars,EV,2017,percent,2.5999999046325684
Finland,Historical,EV sales,Cars,PHEV,2017,Vehicles,2600
Finland,Historical,EV stock,Cars,BEV,2017,Vehicles,1400
Finland,Historical,EV stock,Cars,BEV,2018,Vehicles,2400
Finland,Historical,EV sales,Cars,PHEV,2018,Vehicles,4900
Finland,Historical,EV sales,Cars,BEV,2018,Vehicles,780
Finland,Historical,EV sales share,Cars,EV,2018,percent,4.699999809265137
Finland,Historical,EV stock share,Cars,EV,2018,percent,0.5699999928474426
Finland,Historical,EV stock,Cars,PHEV,2018,Vehicles,13000
Finland,Historical,EV stock,Cars,PHEV,2019,Vehicles,25000
Finland,Historical,EV stock share,Cars,EV,2019,percent,1.100000023841858
Finland,Historical,EV sales share,Cars,EV,2019,percent,6.900000095367432
Finland,Historical,EV sales,Cars,BEV,2019,Vehicles,1900
Finland,Historical,EV sales,Cars,PHEV,2019,Vehicles,6000
Finland,Historical,EV stock,Cars,BEV,2019,Vehicles,4700
Finland,Historical,EV stock,Cars,BEV,2020,Vehicles,9700
Finland,Historical,EV sales,Cars,PHEV,2020,Vehicles,13000
Finland,Historical,EV sales,Cars,BEV,2020,Vehicles,4200
Finland,Historical,EV sales share,Cars,EV,2020,percent,18
Finland,Historical,EV stock share,Cars,EV,2020,percent,2.299999952316284
Finland,Historical,EV stock,Cars,PHEV,2020,Vehicles,46000
Finland,Historical,EV stock,Cars,PHEV,2021,Vehicles,77000
Finland,Historical,EV stock share,Cars,EV,2021,percent,3.5999999046325684
Finland,Historical,EV sales share,Cars,EV,2021,percent,31
Finland,Historical,EV sales,Cars,BEV,2021,Vehicles,10000
Finland,Historical,EV sales,Cars,PHEV,2021,Vehicles,20000
Finland,Historical,EV stock,Cars,BEV,2021,Vehicles,23000
Finland,Historical,EV stock,Cars,BEV,2022,Vehicles,45000
Finland,Historical,EV sales,Cars,PHEV,2022,Vehicles,16000
Finland,Historical,EV sales,Cars,BEV,2022,Vehicles,15000
Finland,Historical,EV sales share,Cars,EV,2022,percent,38
Finland,Historical,EV stock share,Cars,EV,2022,percent,5.400000095367432
Finland,Historical,EV stock,Cars,PHEV,2022,Vehicles,100000
France,Historical,EV sales,Cars,BEV,2010,Vehicles,190
France,Historical,EV stock,Cars,BEV,2010,Vehicles,300
France,Historical,EV sales share,Cars,EV,2010,percent,0.008500000461935997
France,Historical,EV stock share,Cars,EV,2010,percent,0.0009399999980814755
France,Historical,EV stock share,Cars,EV,2011,percent,0.00930000003427267
France,Historical,EV sales share,Cars,EV,2011,percent,0.12999999523162842
France,Historical,EV stock,Cars,BEV,2011,Vehicles,2900
France,Historical,EV sales,Cars,PHEV,2011,Vehicles,96
France,Historical,EV sales,Cars,BEV,2011,Vehicles,2600
France,Historical,EV stock,Cars,PHEV,2011,Vehicles,96
France,Historical,EV stock,Cars,PHEV,2012,Vehicles,700
France,Historical,EV sales,Cars,BEV,2012,Vehicles,5700
France,Historical,EV sales,Cars,PHEV,2012,Vehicles,600
France,Historical,EV stock,Cars,BEV,2012,Vehicles,8600
France,Historical,EV sales share,Cars,EV,2012,percent,0.3400000035762787
France,Historical,EV stock share,Cars,EV,2012,percent,0.028999999165534973
France,Historical,EV stock share,Cars,EV,2013,percent,0.05900000035762787
France,Historical,EV sales share,Cars,EV,2013,percent,0.550000011920929
France,Historical,EV stock,Cars,BEV,2013,Vehicles,17000
France,Historical,EV sales,Cars,PHEV,2013,Vehicles,830
France,Historical,EV sales,Cars,BEV,2013,Vehicles,8800
France,Historical,EV stock,Cars,PHEV,2013,Vehicles,1500
France,Historical,EV stock,Cars,PHEV,2014,Vehicles,3600
France,Historical,EV sales,Cars,BEV,2014,Vehicles,11000
France,Historical,EV sales,Cars,PHEV,2014,Vehicles,2100
France,Historical,EV stock,Cars,BEV,2014,Vehicles,28000
France,Historical,EV sales share,Cars,EV,2014,percent,0.7200000286102295
France,Historical,EV stock share,Cars,EV,2014,percent,0.09799999743700027
France,Historical,EV stock share,Cars,EV,2015,percent,0.17000000178813934
France,Historical,EV sales share,Cars,EV,2015,percent,1.2000000476837158
France,Historical,EV stock,Cars,BEV,2015,Vehicles,45000
France,Historical,EV sales,Cars,PHEV,2015,Vehicles,5700
France,Historical,EV sales,Cars,BEV,2015,Vehicles,17000
France,Historical,EV stock,Cars,PHEV,2015,Vehicles,9300
France,Historical,EV stock,Cars,PHEV,2016,Vehicles,17000
France,Historical,EV sales,Cars,BEV,2016,Vehicles,22000
France,Historical,EV sales,Cars,PHEV,2016,Vehicles,7400
France,Historical,EV stock,Cars,BEV,2016,Vehicles,67000
France,Historical,EV sales share,Cars,EV,2016,percent,1.5
France,Historical,EV stock share,Cars,EV,2016,percent,0.25999999046325684
France,Historical,EV stock share,Cars,EV,2017,percent,0.3700000047683716
France,Historical,EV sales share,Cars,EV,2017,percent,1.7999999523162842
France,Historical,EV stock,Cars,BEV,2017,Vehicles,93000
France,Historical,EV sales,Cars,PHEV,2017,Vehicles,12000
France,Historical,EV sales,Cars,BEV,2017,Vehicles,25000
France,Historical,EV stock,Cars,PHEV,2017,Vehicles,26000
France,Historical,EV stock,Cars,PHEV,2018,Vehicles,40000
France,Historical,EV sales,Cars,BEV,2018,Vehicles,31000
France,Historical,EV sales,Cars,PHEV,2018,Vehicles,15000
France,Historical,EV stock,Cars,BEV,2018,Vehicles,120000
France,Historical,EV sales share,Cars,EV,2018,percent,2.0999999046325684
France,Historical,EV stock share,Cars,EV,2018,percent,0.5099999904632568
France,Historical,EV stock share,Cars,EV,2019,percent,0.5899999737739563
France,Historical,EV sales share,Cars,EV,2019,percent,2.799999952316284
France,Historical,EV stock,Cars,BEV,2019,Vehicles,170000
France,Historical,EV sales,Cars,BEV,2019,Vehicles,43000
France,Historical,EV stock,Cars,PHEV,2019,Vehicles,59000
France,Historical,EV sales,Cars,PHEV,2019,Vehicles,19000
France,Historical,EV sales,Cars,PHEV,2020,Vehicles,75000
France,Historical,EV stock,Cars,PHEV,2020,Vehicles,130000
France,Historical,EV sales,Cars,BEV,2020,Vehicles,110000
France,Historical,EV stock,Cars,BEV,2020,Vehicles,280000
France,Historical,EV sales share,Cars,EV,2020,percent,11
France,Historical,EV stock share,Cars,EV,2020,percent,1.100000023841858
France,Historical,EV stock share,Cars,EV,2021,percent,1.899999976158142
France,Historical,EV sales share,Cars,EV,2021,percent,19
France,Historical,EV stock,Cars,BEV,2021,Vehicles,440000
France,Historical,EV sales,Cars,BEV,2021,Vehicles,160000
France,Historical,EV stock,Cars,PHEV,2021,Vehicles,270000
France,Historical,EV sales,Cars,PHEV,2021,Vehicles,140000
France,Historical,EV sales,Cars,PHEV,2022,Vehicles,130000
France,Historical,EV stock,Cars,PHEV,2022,Vehicles,370000
France,Historical,EV sales,Cars,BEV,2022,Vehicles,210000
France,Historical,EV stock,Cars,BEV,2022,Vehicles,620000
France,Historical,EV sales share,Cars,EV,2022,percent,21
France,Historical,EV stock share,Cars,EV,2022,percent,2.700000047683716
Germany,Historical,EV sales,Cars,BEV,2010,Vehicles,140
Germany,Historical,EV stock,Cars,BEV,2010,Vehicles,250
Germany,Historical,EV stock share,Cars,EV,2010,percent,0.0005799999926239252
Germany,Historical,EV sales share,Cars,EV,2010,percent,0.004900000058114529
Germany,Historical,EV sales share,Cars,EV,2011,percent,0.052000001072883606
Germany,Historical,EV stock share,Cars,EV,2011,percent,0.004399999976158142
Germany,Historical,EV stock,Cars,BEV,2011,Vehicles,1600
Germany,Historical,EV sales,Cars,PHEV,2011,Vehicles,240
Germany,Historical,EV stock,Cars,PHEV,2011,Vehicles,240
Germany,Historical,EV sales,Cars,BEV,2011,Vehicles,1400
Germany,Historical,EV sales,Cars,BEV,2012,Vehicles,2200
Germany,Historical,EV stock,Cars,PHEV,2012,Vehicles,1400
Germany,Historical,EV sales,Cars,PHEV,2012,Vehicles,1200
Germany,Historical,EV stock,Cars,BEV,2012,Vehicles,3900
Germany,Historical,EV stock share,Cars,EV,2012,percent,0.012000000104308128
Germany,Historical,EV sales share,Cars,EV,2012,percent,0.10999999940395355
Germany,Historical,EV sales share,Cars,EV,2013,percent,0.23000000417232513
Germany,Historical,EV stock share,Cars,EV,2013,percent,0.02800000086426735
Germany,Historical,EV stock,Cars,BEV,2013,Vehicles,9200
Germany,Historical,EV sales,Cars,PHEV,2013,Vehicles,1600
Germany,Historical,EV stock,Cars,PHEV,2013,Vehicles,3000
Germany,Historical,EV sales,Cars,BEV,2013,Vehicles,5200
Germany,Historical,EV sales,Cars,BEV,2014,Vehicles,9100
Germany,Historical,EV stock,Cars,PHEV,2014,Vehicles,7400
Germany,Historical,EV sales,Cars,PHEV,2014,Vehicles,4400
Germany,Historical,EV stock,Cars,BEV,2014,Vehicles,18000
Germany,Historical,EV stock share,Cars,EV,2014,percent,0.0560000017285347
Germany,Historical,EV sales share,Cars,EV,2014,percent,0.44999998807907104
Germany,Historical,EV sales share,Cars,EV,2015,percent,0.7300000190734863
Germany,Historical,EV stock share,Cars,EV,2015,percent,0.10999999940395355
Germany,Historical,EV stock,Cars,BEV,2015,Vehicles,30000
Germany,Historical,EV sales,Cars,PHEV,2015,Vehicles,11000
Germany,Historical,EV stock,Cars,PHEV,2015,Vehicles,19000
Germany,Historical,EV sales,Cars,BEV,2015,Vehicles,12000
Germany,Historical,EV sales,Cars,BEV,2016,Vehicles,11000
Germany,Historical,EV stock,Cars,PHEV,2016,Vehicles,32000
Germany,Historical,EV sales,Cars,PHEV,2016,Vehicles,13000
Germany,Historical,EV stock,Cars,BEV,2016,Vehicles,41000
Germany,Historical,EV stock share,Cars,EV,2016,percent,0.1599999964237213
Germany,Historical,EV sales share,Cars,EV,2016,percent,0.7300000190734863
Germany,Historical,EV sales share,Cars,EV,2017,percent,1.600000023841858
Germany,Historical,EV stock share,Cars,EV,2017,percent,0.23999999463558197
Germany,Historical,EV stock,Cars,BEV,2017,Vehicles,59000
Germany,Historical,EV sales,Cars,PHEV,2017,Vehicles,29000
Germany,Historical,EV stock,Cars,PHEV,2017,Vehicles,50000
Germany,Historical,EV sales,Cars,BEV,2017,Vehicles,25000
Germany,Historical,EV sales,Cars,BEV,2018,Vehicles,36000
Germany,Historical,EV stock,Cars,PHEV,2018,Vehicles,82000
Germany,Historical,EV sales,Cars,PHEV,2018,Vehicles,31000
Germany,Historical,EV stock,Cars,BEV,2018,Vehicles,95000
Germany,Historical,EV stock share,Cars,EV,2018,percent,0.3799999952316284
Germany,Historical,EV sales share,Cars,EV,2018,percent,1.899999976158142
Germany,Historical,EV sales share,Cars,EV,2019,percent,2.9000000953674316
Germany,Historical,EV stock share,Cars,EV,2019,percent,0.5
Germany,Historical,EV stock,Cars,BEV,2019,Vehicles,140000
Germany,Historical,EV sales,Cars,PHEV,2019,Vehicles,45000
Germany,Historical,EV stock,Cars,PHEV,2019,Vehicles,100000
Germany,Historical,EV sales,Cars,BEV,2019,Vehicles,63000
Germany,Historical,EV sales,Cars,BEV,2020,Vehicles,190000
Germany,Historical,EV sales,Cars,PHEV,2020,Vehicles,200000
Germany,Historical,EV stock,Cars,BEV,2020,Vehicles,330000
Germany,Historical,EV stock,Cars,PHEV,2020,Vehicles,300000
Germany,Historical,EV stock share,Cars,EV,2020,percent,1.2999999523162842
Germany,Historical,EV sales share,Cars,EV,2020,percent,13
Germany,Historical,EV sales share,Cars,EV,2021,percent,26
Germany,Historical,EV stock share,Cars,EV,2021,percent,2.700000047683716
Germany,Historical,EV stock,Cars,PHEV,2021,Vehicles,630000
Germany,Historical,EV stock,Cars,BEV,2021,Vehicles,690000
Germany,Historical,EV sales,Cars,PHEV,2021,Vehicles,330000
Germany,Historical,EV sales,Cars,BEV,2021,Vehicles,360000
Germany,Historical,EV sales,Cars,BEV,2022,Vehicles,470000
Germany,Historical,EV sales,Cars,PHEV,2022,Vehicles,360000
Germany,Historical,EV stock,Cars,BEV,2022,Vehicles,1000000
Germany,Historical,EV stock,Cars,PHEV,2022,Vehicles,890000
Germany,Historical,EV stock share,Cars,EV,2022,percent,4
Germany,Historical,EV sales share,Cars,EV,2022,percent,31
Greece,Historical,EV sales share,Cars,EV,2013,percent,0.005100000184029341
Greece,Historical,EV stock share,Cars,EV,2013,percent,0.00005900000178371556
Greece,Historical,EV sales,Cars,BEV,2013,Vehicles,3
Greece,Historical,EV stock,Cars,BEV,2013,Vehicles,3
Greece,Historical,EV stock,Cars,BEV,2014,Vehicles,42
Greece,Historical,EV sales,Cars,BEV,2014,Vehicles,39
Greece,Historical,EV stock share,Cars,EV,2014,percent,0.0008200000156648457
Greece,Historical,EV sales share,Cars,EV,2014,percent,0.054999999701976776
Greece,Historical,EV sales share,Cars,EV,2015,percent,0.07500000298023224
Greece,Historical,EV stock share,Cars,EV,2015,percent,0.002300000051036477
Greece,Historical,EV sales,Cars,BEV,2015,Vehicles,35
Greece,Historical,EV stock,Cars,BEV,2015,Vehicles,97
Greece,Historical,EV sales,Cars,PHEV,2015,Vehicles,22
Greece,Historical,EV stock,Cars,PHEV,2015,Vehicles,22
Greece,Historical,EV stock,Cars,PHEV,2016,Vehicles,78
Greece,Historical,EV sales,Cars,PHEV,2016,Vehicles,56
Greece,Historical,EV stock,Cars,BEV,2016,Vehicles,140
Greece,Historical,EV sales,Cars,BEV,2016,Vehicles,41
Greece,Historical,EV stock share,Cars,EV,2016,percent,0.00419999985024333
Greece,Historical,EV sales share,Cars,EV,2016,percent,0.11999999731779099
Greece,Historical,EV sales share,Cars,EV,2017,percent,0.2199999988079071
Greece,Historical,EV stock share,Cars,EV,2017,percent,0.007799999788403511
Greece,Historical,EV sales,Cars,BEV,2017,Vehicles,50
Greece,Historical,EV stock,Cars,BEV,2017,Vehicles,190
Greece,Historical,EV sales,Cars,PHEV,2017,Vehicles,140
Greece,Historical,EV stock,Cars,PHEV,2017,Vehicles,220
Greece,Historical,EV stock,Cars,PHEV,2018,Vehicles,440
Greece,Historical,EV sales,Cars,PHEV,2018,Vehicles,210
Greece,Historical,EV stock,Cars,BEV,2018,Vehicles,280
Greece,Historical,EV sales,Cars,BEV,2018,Vehicles,88
Greece,Historical,EV stock share,Cars,EV,2018,percent,0.014000000432133675
Greece,Historical,EV sales share,Cars,EV,2018,percent,0.28999999165534973
Greece,Historical,EV sales share,Cars,EV,2019,percent,0.41999998688697815
Greece,Historical,EV stock share,Cars,EV,2019,percent,0.02199999988079071
Greece,Historical,EV sales,Cars,BEV,2019,Vehicles,190
Greece,Historical,EV stock,Cars,BEV,2019,Vehicles,470
Greece,Historical,EV sales,Cars,PHEV,2019,Vehicles,290
Greece,Historical,EV stock,Cars,PHEV,2019,Vehicles,730
Greece,Historical,EV stock,Cars,PHEV,2020,Vehicles,2200
Greece,Historical,EV sales,Cars,PHEV,2020,Vehicles,1500
Greece,Historical,EV stock,Cars,BEV,2020,Vehicles,1100
Greece,Historical,EV sales,Cars,BEV,2020,Vehicles,680
Greece,Historical,EV stock share,Cars,EV,2020,percent,0.061000000685453415
Greece,Historical,EV sales share,Cars,EV,2020,percent,2.5999999046325684
Greece,Historical,EV sales share,Cars,EV,2021,percent,6.900000095367432
Greece,Historical,EV stock share,Cars,EV,2021,percent,0.18000000715255737
Greece,Historical,EV sales,Cars,BEV,2021,Vehicles,2200
Greece,Historical,EV stock,Cars,BEV,2021,Vehicles,3300
Greece,Historical,EV sales,Cars,PHEV,2021,Vehicles,4800
Greece,Historical,EV stock,Cars,PHEV,2021,Vehicles,7000
Greece,Historical,EV stock,Cars,PHEV,2022,Vehicles,12000
Greece,Historical,EV sales,Cars,PHEV,2022,Vehicles,5500
Greece,Historical,EV stock,Cars,BEV,2022,Vehicles,7400
Greece,Historical,EV sales,Cars,BEV,2022,Vehicles,2800
Greece,Historical,EV stock share,Cars,EV,2022,percent,0.36000001430511475
Greece,Historical,EV sales share,Cars,EV,2022,percent,7.900000095367432
Iceland,Historical,EV stock share,Cars,EV,2010,percent,0.006800000090152025
Iceland,Historical,EV stock,Cars,BEV,2010,Vehicles,14
Iceland,Historical,EV stock,Cars,BEV,2011,Vehicles,14
Iceland,Historical,EV stock share,Cars,EV,2011,percent,0.006800000090152025
Iceland,Historical,EV stock share,Cars,EV,2012,percent,0.01899999938905239
Iceland,Historical,EV sales share,Cars,EV,2012,percent,0.3100000023841858
Iceland,Historical,EV stock,Cars,BEV,2012,Vehicles,31
Iceland,Historical,EV sales,Cars,PHEV,2012,Vehicles,9
Iceland,Historical,EV sales,Cars,BEV,2012,Vehicles,17
Iceland,Historical,EV stock,Cars,PHEV,2012,Vehicles,9
Iceland,Historical,EV stock,Cars,PHEV,2013,Vehicles,32
Iceland,Historical,EV sales,Cars,BEV,2013,Vehicles,80
Iceland,Historical,EV sales,Cars,PHEV,2013,Vehicles,23
Iceland,Historical,EV stock,Cars,BEV,2013,Vehicles,110
Iceland,Historical,EV sales share,Cars,EV,2013,percent,1.2999999523162842
Iceland,Historical,EV stock share,Cars,EV,2013,percent,0.06700000166893005
Iceland,Historical,EV stock share,Cars,EV,2014,percent,0.17000000178813934
Iceland,Historical,EV sales share,Cars,EV,2014,percent,2.0999999046325684
Iceland,Historical,EV stock,Cars,BEV,2014,Vehicles,300
Iceland,Historical,EV sales,Cars,PHEV,2014,Vehicles,29
Iceland,Historical,EV sales,Cars,BEV,2014,Vehicles,200
Iceland,Historical,EV stock,Cars,PHEV,2014,Vehicles,61
Iceland,Historical,EV stock,Cars,PHEV,2015,Vehicles,230
Iceland,Historical,EV sales,Cars,BEV,2015,Vehicles,390
Iceland,Historical,EV sales,Cars,PHEV,2015,Vehicles,170
Iceland,Historical,EV stock,Cars,BEV,2015,Vehicles,690
Iceland,Historical,EV sales share,Cars,EV,2015,percent,3.5999999046325684
Iceland,Historical,EV stock share,Cars,EV,2015,percent,0.4000000059604645
Iceland,Historical,EV stock share,Cars,EV,2016,percent,0.8700000047683716
Iceland,Historical,EV sales share,Cars,EV,2016,percent,5.599999904632568
Iceland,Historical,EV stock,Cars,BEV,2016,Vehicles,1100
Iceland,Historical,EV sales,Cars,PHEV,2016,Vehicles,780
Iceland,Historical,EV sales,Cars,BEV,2016,Vehicles,380
Iceland,Historical,EV stock,Cars,PHEV,2016,Vehicles,1000
Iceland,Historical,EV stock,Cars,PHEV,2017,Vehicles,3200
Iceland,Historical,EV sales,Cars,BEV,2017,Vehicles,850
Iceland,Historical,EV sales,Cars,PHEV,2017,Vehicles,2200
Iceland,Historical,EV stock,Cars,BEV,2017,Vehicles,1900
Iceland,Historical,EV sales share,Cars,EV,2017,percent,14
Iceland,Historical,EV stock share,Cars,EV,2017,percent,2
Iceland,Historical,EV stock share,Cars,EV,2018,percent,3.299999952316284
Iceland,Historical,EV sales share,Cars,EV,2018,percent,20
Iceland,Historical,EV stock,Cars,BEV,2018,Vehicles,2700
Iceland,Historical,EV sales,Cars,PHEV,2018,Vehicles,2900
Iceland,Historical,EV sales,Cars,BEV,2018,Vehicles,780
Iceland,Historical,EV stock,Cars,PHEV,2018,Vehicles,6100
Iceland,Historical,EV sales,Cars,BEV,2019,Vehicles,910
Iceland,Historical,EV sales,Cars,PHEV,2019,Vehicles,1700
Iceland,Historical,EV stock,Cars,BEV,2019,Vehicles,3700
Iceland,Historical,EV sales share,Cars,EV,2019,percent,23
Iceland,Historical,EV stock share,Cars,EV,2019,percent,4.400000095367432
Iceland,Historical,EV stock,Cars,PHEV,2019,Vehicles,8000
Iceland,Historical,EV stock,Cars,PHEV,2020,Vehicles,10000
Iceland,Historical,EV stock share,Cars,EV,2020,percent,6.300000190734863
Iceland,Historical,EV sales share,Cars,EV,2020,percent,52
Iceland,Historical,EV stock,Cars,BEV,2020,Vehicles,6300
Iceland,Historical,EV sales,Cars,PHEV,2020,Vehicles,2400
Iceland,Historical,EV sales,Cars,BEV,2020,Vehicles,2600
Iceland,Historical,EV sales,Cars,BEV,2021,Vehicles,4300
Iceland,Historical,EV sales,Cars,PHEV,2021,Vehicles,4900
Iceland,Historical,EV stock,Cars,BEV,2021,Vehicles,11000
Iceland,Historical,EV stock share,Cars,EV,2021,percent,11
Iceland,Historical,EV sales share,Cars,EV,2021,percent,72
Iceland,Historical,EV stock,Cars,PHEV,2021,Vehicles,15000
Iceland,Historical,EV stock,Cars,PHEV,2022,Vehicles,21000
Iceland,Historical,EV sales share,Cars,EV,2022,percent,70
Iceland,Historical,EV stock share,Cars,EV,2022,percent,16
Iceland,Historical,EV stock,Cars,BEV,2022,Vehicles,18000
Iceland,Historical,EV sales,Cars,PHEV,2022,Vehicles,5000
Iceland,Historical,EV sales,Cars,BEV,2022,Vehicles,6900
India,Historical,EV sales share,Cars,EV,2010,percent,0.020999999716877937
India,Historical,EV stock,Cars,BEV,2010,Vehicles,880
India,Historical,EV sales,Cars,BEV,2010,Vehicles,450
India,Historical,Oil displacement Mbd,Cars,EV,2010,Milion barrels per day,0.000015999999959603883
India,Historical,"Oil displacement, million lge",Cars,EV,2010,"Oil displacement, million lge",0.9100000262260437
India,Historical,EV stock share,Cars,EV,2010,percent,0.005200000014156103
India,Historical,EV stock share,Cars,EV,2011,percent,0.007000000216066837
India,Historical,Oil displacement Mbd,Cars,EV,2011,Milion barrels per day,0.00003099999958067201
India,Historical,"Oil displacement, million lge",Cars,EV,2011,"Oil displacement, million lge",1.7999999523162842
India,Historical,EV stock,Cars,BEV,2011,Vehicles,1300
India,Historical,EV sales,Cars,BEV,2011,Vehicles,1400
India,Historical,EV sales share,Cars,EV,2011,percent,0.0560000017285347
India,Historical,EV sales share,Cars,EV,2012,percent,0.007199999876320362
India,Historical,EV sales,Cars,BEV,2012,Vehicles,190
India,Historical,EV stock,Cars,BEV,2012,Vehicles,2800
India,Historical,Oil displacement Mbd,Cars,EV,2012,Milion barrels per day,0.00003199999991920777
India,Historical,"Oil displacement, million lge",Cars,EV,2012,"Oil displacement, million lge",1.899999976158142
India,Historical,EV stock share,Cars,EV,2012,percent,0.013000000268220901
India,Historical,EV stock share,Cars,EV,2013,percent,0.012000000104308128
India,Historical,Oil displacement Mbd,Cars,EV,2013,Milion barrels per day,0.000037000001611886546
India,Historical,"Oil displacement, million lge",Cars,EV,2013,"Oil displacement, million lge",2.0999999046325684
India,Historical,EV stock,Cars,BEV,2013,Vehicles,2900
India,Historical,EV sales,Cars,BEV,2013,Vehicles,410
India,Historical,EV sales share,Cars,EV,2013,percent,0.01600000075995922
India,Historical,EV sales share,Cars,EV,2014,percent,0.03799999877810478
India,Historical,EV sales,Cars,BEV,2014,Vehicles,1000
India,Historical,EV stock,Cars,BEV,2014,Vehicles,3400
India,Historical,Oil displacement Mbd,Cars,EV,2014,Milion barrels per day,0.00004999999873689376
India,Historical,"Oil displacement, million lge",Cars,EV,2014,"Oil displacement, million lge",2.9000000953674316
India,Historical,EV stock share,Cars,EV,2014,percent,0.013000000268220901
India,Historical,EV stock share,Cars,EV,2015,percent,0.014999999664723873
India,Historical,Oil displacement Mbd,Cars,EV,2015,Milion barrels per day,0.00005900000178371556
India,Historical,"Oil displacement, million lge",Cars,EV,2015,"Oil displacement, million lge",3.4000000953674316
India,Historical,EV stock,Cars,BEV,2015,Vehicles,4400
India,Historical,EV sales,Cars,BEV,2015,Vehicles,450
India,Historical,EV sales share,Cars,EV,2015,percent,0.017000000923871994
India,Historical,EV sales share,Cars,EV,2016,percent,0.026000000536441803
India,Historical,EV sales,Cars,BEV,2016,Vehicles,730
India,Historical,EV stock,Cars,BEV,2016,Vehicles,4800
India,Historical,Oil displacement Mbd,Cars,EV,2016,Milion barrels per day,0.00006800000119255856
India,Historical,"Oil displacement, million lge",Cars,EV,2016,"Oil displacement, million lge",3.9000000953674316
India,Historical,EV stock share,Cars,EV,2016,percent,0.01600000075995922
India,Historical,EV stock share,Cars,EV,2017,percent,0.020999999716877937
India,Historical,Oil displacement Mbd,Cars,EV,2017,Milion barrels per day,0.00008199999865610152
India,Historical,"Oil displacement, million lge",Cars,EV,2017,"Oil displacement, million lge",4.699999809265137
India,Historical,EV stock,Cars,BEV,2017,Vehicles,7000
India,Historical,EV sales,Cars,BEV,2017,Vehicles,920
India,Historical,EV sales share,Cars,EV,2017,percent,0.03099999949336052
India,Historical,EV sales share,Cars,EV,2018,percent,0.029999999329447746
India,Historical,EV sales,Cars,BEV,2018,Vehicles,920
India,Historical,EV stock,Cars,BEV,2018,Vehicles,7900
India,Historical,Oil displacement Mbd,Cars,EV,2018,Milion barrels per day,0.00009300000237999484
India,Historical,"Oil displacement, million lge",Cars,EV,2018,"Oil displacement, million lge",5.300000190734863
India,Historical,EV stock share,Cars,EV,2018,percent,0.02199999988079071
India,Historical,EV stock share,Cars,EV,2019,percent,0.023000000044703484
India,Historical,Oil displacement Mbd,Cars,EV,2019,Milion barrels per day,0.00009999999747378752
India,Historical,"Oil displacement, million lge",Cars,EV,2019,"Oil displacement, million lge",5.800000190734863
India,Historical,EV stock,Cars,BEV,2019,Vehicles,8600
India,Historical,EV sales,Cars,PHEV,2019,Vehicles,7
India,Historical,EV sales,Cars,BEV,2019,Vehicles,680
India,Historical,EV stock,Cars,PHEV,2019,Vehicles,7
India,Historical,EV sales share,Cars,EV,2019,percent,0.024000000208616257
India,Historical,Electricity demand,Cars,EV,2019,GWh,0.008200000040233135
India,Historical,Electricity demand,Cars,EV,2020,GWh,0.050999999046325684
India,Historical,EV sales share,Cars,EV,2020,percent,0.12999999523162842
India,Historical,EV stock,Cars,PHEV,2020,Vehicles,50
India,Historical,EV sales,Cars,BEV,2020,Vehicles,3100
India,Historical,EV sales,Cars,PHEV,2020,Vehicles,43
India,Historical,EV stock,Cars,BEV,2020,Vehicles,12000
India,Historical,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,0.00013000000035390258
India,Historical,"Oil displacement, million lge",Cars,EV,2020,"Oil displacement, million lge",7.699999809265137
India,Historical,EV stock share,Cars,EV,2020,percent,0.029999999329447746
India,Historical,EV stock share,Cars,EV,2021,percent,0.05900000035762787
